#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,Date
179,Tanzania,509,,21.0,,183.0,,305.0,7.0,8,0.3,,,60301772,Africa,118471,2871513.0,,11/04/2020
180,Faeroe Islands,495,,,,490.0,,5.0,,10117,,155237.0,3172829.0,48927,Europe,99,,0.0,11/04/2020
181,Eritrea,480,,,,426.0,,54.0,,135,,,,3563113,Africa,7423,,,11/04/2020
182,Mauritius,451,,10.0,,413.0,,28.0,,354,8.0,273742.0,215122.0,1272496,Africa,2821,127250.0,5.0,11/04/2020
183,Monaco,397,,2.0,,293.0,,102.0,6.0,10092,51.0,51953.0,1320716.0,39337,Europe,99,19669.0,1.0,11/04/2020
184,Bhutan,358,2.0,,,327.0,1.0,31.0,,462,,176649.0,228079.0,774508,Asia,2163,,4.0,11/04/2020
185,Isle of Man,356,,24.0,,324.0,,8.0,,4179,282.0,16395.0,192457.0,85188,Europe,239,3550.0,5.0,11/04/2020
186,Mongolia,352,2.0,,,314.0,1.0,38.0,1.0,107,,91206.0,27670.0,3296192,Asia,9364,,36.0,11/04/2020
187,Cambodia,292,,,,283.0,,9.0,,17,,186213.0,11086.0,16797654,Asia,57526,,90.0,11/04/2020
188,Cayman Islands,242,,1.0,,232.0,,9.0,1.0,3668,15.0,47377.0,717997.0,65985,North America,273,65985.0,1.0,11/04/2020
189,Barbados,238,,7.0,,222.0,,9.0,,828,24.0,36364.0,126485.0,287496,North America,1208,41071.0,8.0,11/04/2020
190,Bermuda,206,,9.0,,176.0,,21.0,,3312,145.0,88217.0,1418325.0,62198,North America,302,6911.0,1.0,11/04/2020
191,Seychelles,157,,,,151.0,,6.0,,1593,,5200.0,52762.0,98556,Africa,628,,19.0,11/04/2020
192,Caribbean Netherlands,153,,3.0,,145.0,,5.0,,5816,114.0,3353.0,127461.0,26306,North America,172,8769.0,8.0,11/04/2020
193,Brunei,148,,3.0,,143.0,,2.0,,337,7.0,69572.0,158510.0,438911,Asia,2966,146304.0,6.0,11/04/2020
194,Antigua and Barbuda,128,,3.0,,117.0,,8.0,,1303,31.0,3677.0,37441.0,98207,North America,767,32736.0,27.0,11/04/2020
195,Saint Lucia,97,,,,32.0,,65.0,,527,,11535.0,62719.0,183916,North America,1896,,16.0,11/04/2020
196,St. Barth,83,,,,67.0,,16.0,,8395,,3526.0,356630.0,9887,North America,119,,3.0,11/04/2020
197,St. Vincent Grenadines,75,,,,71.0,,4.0,,675,,7213.0,64946.0,111061,North America,1481,,15.0,11/04/2020
198,British Virgin Islands,71,,1.0,,70.0,,0.0,,2343,33.0,5193.0,171386.0,30300,North America,427,30300.0,6.0,11/04/2020
199,Dominica,50,,,,33.0,,17.0,,694,,4268.0,59238.0,72048,North America,1441,,17.0,11/04/2020
200,Macao,46,,,,46.0,,0.0,,71,,4238.0,6497.0,652346,Asia,14181,,154.0,11/04/2020
201,Fiji,34,,2.0,,31.0,,1.0,,38,2.0,12527.0,13939.0,898672,Australia/Oceania,26432,449336.0,72.0,11/04/2020
202,Timor-Leste,30,,,,29.0,,1.0,,23,,11268.0,8492.0,1326928,Asia,44231,,118.0,11/04/2020
203,Grenada,29,,,,27.0,,2.0,,257,,6252.0,55474.0,112702,North America,3886,,18.0,11/04/2020
204,New Caledonia,28,,,,28.0,,0.0,,98,,15750.0,54986.0,286436,Australia/Oceania,10230,,18.0,11/04/2020
205,Vatican City,27,,,,15.0,,12.0,,33666,,,,802,Europe,30,,,11/04/2020
206,Laos,24,,,,23.0,,1.0,,3,,66366.0,9077.0,7311434,Asia,304643,,110.0,11/04/2020
207,Saint Kitts and Nevis,19,,,,19.0,,0.0,,356,,3138.0,58843.0,53328,North America,2807,,17.0,11/04/2020
208,Greenland,17,,,,16.0,,1.0,,299,,10996.0,193578.0,56804,North America,3341,,5.0,11/04/2020
209,Saint Pierre Miquelon,16,,,,12.0,,4.0,,2766,,2519.0,435512.0,5784,North America,362,,2.0,11/04/2020
210,Montserrat,13,,1.0,,12.0,,0.0,,2604,200.0,483.0,96735.0,4993,North America,384,4993.0,10.0,11/04/2020
211,Falkland Islands,13,,,,13.0,,0.0,,3699,,2682.0,763233.0,3514,South America,270,,1.0,11/04/2020
212,Solomon Islands,13,,,,4.0,,9.0,,19,,115.0,166.0,692533,Australia/Oceania,53272,,6022.0,11/04/2020
213,Western Sahara,10,,1.0,,8.0,,1.0,,17,2.0,,,602264,Africa,60226,602264.0,,11/04/2020
215,Anguilla,3,,,,3.0,,0.0,,199,,1820.0,120938.0,15049,North America,5016,,8.0,11/04/2020
216,Marshall Islands,2,,,,,,2.0,,34,,,,59327,Australia/Oceania,29664,,,11/04/2020
217,Wallis and Futuna,1,,,,1.0,,0.0,,90,,1046.0,93644.0,11170,Australia/Oceania,11170,,11.0,11/04/2020
