#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,Date
173,Papua New Guinea,589,,7.0,,575.0,,7.0,,65,0.8,29254.0,3250.0,9001966,Australia/Oceania,15283,1285995.0,308.0,10/30/2020
174,Saint Martin,566,,9.0,,488.0,,69.0,12.0,14558,231.0,6072.0,156173.0,38880,North America,69,4320.0,6.0,10/30/2020
175,Burundi,560,,1.0,,511.0,,48.0,,47,0.08,49642.0,4136.0,12003847,Africa,21435,12003847.0,242.0,10/30/2020
176,Taiwan,554,1.0,7.0,,514.0,1.0,33.0,,23,0.3,101787.0,4271.0,23831062,Asia,43016,3404437.0,234.0,10/30/2020
177,Comoros,537,20.0,7.0,,498.0,4.0,32.0,,613,8.0,,,875587,Africa,1631,125084.0,,10/30/2020
178,Liechtenstein,513,37.0,2.0,1.0,347.0,82.0,164.0,15.0,13442,52.0,9155.0,239886.0,38164,Europe,74,19082.0,4.0,10/30/2020
179,Tanzania,509,,21.0,,183.0,,305.0,7.0,8,0.3,,,60278436,Africa,118425,2870402.0,,10/30/2020
180,Faeroe Islands,494,,,,480.0,1.0,14.0,,10097,,153235.0,3132103.0,48924,Europe,99,,0.0,10/30/2020
181,Eritrea,463,2.0,,,412.0,7.0,51.0,,130,,,,3562443,Africa,7694,,,10/30/2020
182,Mauritius,441,,10.0,,398.0,,33.0,,347,8.0,260973.0,205092.0,1272468,Africa,2885,127247.0,5.0,10/30/2020
183,Monaco,355,8.0,2.0,,273.0,9.0,80.0,5.0,9025,51.0,51953.0,1320817.0,39334,Europe,111,19667.0,1.0,10/30/2020
184,Isle of Man,353,1.0,24.0,,324.0,,5.0,,4144,282.0,16108.0,189103.0,85181,Europe,241,3549.0,5.0,10/30/2020
185,Bhutan,346,,,,316.0,1.0,30.0,,447,,170567.0,220259.0,774392,Asia,2238,,5.0,10/30/2020
186,Mongolia,340,,,,313.0,1.0,27.0,1.0,103,,88230.0,26773.0,3295470,Asia,9693,,37.0,10/30/2020
187,Cambodia,291,1.0,,,283.0,,8.0,,17,,180378.0,10740.0,16794492,Asia,57713,,93.0,10/30/2020
188,Cayman Islands,240,1.0,1.0,,221.0,3.0,18.0,1.0,3638,15.0,46733.0,708344.0,65975,North America,275,65975.0,1.0,10/30/2020
189,Barbados,236,2.0,7.0,,218.0,1.0,11.0,,821,24.0,34998.0,121736.0,287492,North America,1218,41070.0,8.0,10/30/2020
190,Bermuda,199,1.0,9.0,,176.0,,14.0,,3199,145.0,85656.0,1377084.0,62201,North America,313,6911.0,1.0,10/30/2020
192,Seychelles,153,,,,149.0,,4.0,,1553,,5200.0,52766.0,98548,Africa,644,,19.0,10/30/2020
191,Caribbean Netherlands,153,,3.0,,145.0,,5.0,,5817,114.0,3353.0,127476.0,26303,North America,172,8768.0,8.0,10/30/2020
193,Brunei,148,,3.0,,143.0,,2.0,,337,7.0,66995.0,152659.0,438854,Asia,2965,146285.0,7.0,10/30/2020
194,Antigua and Barbuda,127,3.0,3.0,,116.0,1.0,8.0,,1293,31.0,3597.0,36631.0,98196,North America,773,32732.0,27.0,10/30/2020
195,St. Barth,83,,,,67.0,,16.0,,8395,,3526.0,356630.0,9887,North America,119,,3.0,10/30/2020
196,Saint Lucia,78,2.0,,,28.0,1.0,50.0,,424,,10794.0,58694.0,183904,North America,2358,,17.0,10/30/2020
197,St. Vincent Grenadines,74,,,,70.0,,4.0,,666,,6888.0,62022.0,111057,North America,1501,,16.0,10/30/2020
198,British Virgin Islands,71,,1.0,,70.0,,0.0,,2343,33.0,5193.0,171403.0,30297,North America,427,30297.0,6.0,10/30/2020
199,Macao,46,,,,46.0,,0.0,,71,,4238.0,6498.0,652225,Asia,14179,,154.0,10/30/2020
200,Dominica,38,,,,29.0,,9.0,,527,,4268.0,59241.0,72045,North America,1896,,17.0,10/30/2020
201,Fiji,34,1.0,2.0,,31.0,,1.0,,38,2.0,12527.0,13941.0,898584,Australia/Oceania,26429,449292.0,72.0,10/30/2020
202,Timor-Leste,30,,,,29.0,,1.0,,23,,11268.0,8494.0,1326584,Asia,44219,,118.0,10/30/2020
203,Grenada,28,,,,24.0,,4.0,,248,,6252.0,55477.0,112695,North America,4025,,18.0,10/30/2020
204,New Caledonia,28,1.0,,,28.0,1.0,0.0,,98,,15750.0,54993.0,286399,Australia/Oceania,10229,,18.0,10/30/2020
205,Vatican City,27,,,,15.0,,12.0,,33666,,,,802,Europe,30,,,10/30/2020
206,Laos,24,,,,22.0,,2.0,,3,,65305.0,8934.0,7309991,Asia,304583,,112.0,10/30/2020
207,Saint Kitts and Nevis,19,,,,19.0,,0.0,,356,,3138.0,58849.0,53323,North America,2806,,17.0,10/30/2020
208,Greenland,17,,,,16.0,,1.0,,299,,10937.0,192543.0,56803,North America,3341,,5.0,10/30/2020
209,Saint Pierre Miquelon,16,,,,12.0,,4.0,,2766,,2404.0,415557.0,5785,North America,362,,2.0,10/30/2020
210,Montserrat,13,,1.0,,12.0,,0.0,,2604,200.0,483.0,96735.0,4993,North America,384,4993.0,10.0,10/30/2020
211,Falkland Islands,13,,,,13.0,,0.0,,3702,,2682.0,763667.0,3512,South America,270,,1.0,10/30/2020
212,Western Sahara,10,,1.0,,8.0,,1.0,,17,2.0,,,602063,Africa,60206,602063.0,,10/30/2020
214,Solomon Islands,8,,,,4.0,,4.0,,12,,115.0,166.0,692302,Australia/Oceania,86538,,6020.0,10/30/2020
215,Anguilla,3,,,,3.0,,0.0,,199,,1329.0,88323.0,15047,North America,5016,,11.0,10/30/2020
216,Marshall Islands,2,,,,,,2.0,,34,,,,59322,Australia/Oceania,29661,,,10/30/2020
217,Wallis and Futuna,1,,,,1.0,,0.0,,90,,1046.0,93627.0,11172,Australia/Oceania,11172,,11.0,10/30/2020
