#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,Date
186,Mongolia,357,1.0,,,314.0,,43.0,1.0,108,,93039.0,28223.0,3296625,Asia,9234,,35.0,11/07/2020
187,Cambodia,294,2.0,,,288.0,2.0,6.0,,18,,193223.0,11502.0,16799551,Asia,57141,,87.0,11/07/2020
188,Cayman Islands,245,,1.0,,233.0,,11.0,1.0,3713,15.0,48053.0,728175.0,65991,North America,269,65991.0,1.0,11/07/2020
189,Barbados,242,,7.0,,228.0,,7.0,,842,24.0,38521.0,133987.0,287499,North America,1188,41071.0,7.0,11/07/2020
190,Bermuda,207,,9.0,,179.0,,19.0,,3328,145.0,89904.0,1445495.0,62196,North America,300,6911.0,1.0,11/07/2020
191,Seychelles,158,,,,155.0,,3.0,,1603,,5200.0,52759.0,98561,Africa,624,,19.0,11/07/2020
192,Caribbean Netherlands,154,,3.0,,145.0,,6.0,,5854,114.0,3353.0,127452.0,26308,North America,171,8769.0,8.0,11/07/2020
193,Brunei,148,,3.0,,144.0,,1.0,,337,7.0,69973.0,159412.0,438945,Asia,2966,146315.0,6.0,11/07/2020
194,Antigua and Barbuda,130,,3.0,,118.0,,9.0,,1324,31.0,3725.0,37928.0,98213,North America,755,32738.0,26.0,11/07/2020
195,Saint Lucia,110,,,,32.0,,78.0,,598,,12088.0,65723.0,183923,North America,1672,,15.0,11/07/2020
196,St. Barth,90,,,,77.0,,13.0,,9102,,3808.0,385113.0,9888,North America,110,,3.0,11/07/2020
197,St. Vincent Grenadines,76,,,,71.0,,5.0,,684,,7526.0,67763.0,111064,North America,1461,,15.0,11/07/2020
198,British Virgin Islands,71,,1.0,,70.0,,0.0,,2343,33.0,5193.0,171375.0,30302,North America,427,30302.0,6.0,11/07/2020
199,Dominica,57,,,,35.0,,22.0,,791,,4765.0,66136.0,72049,North America,1264,,15.0,11/07/2020
200,Macao,46,,,,46.0,,0.0,,71,,4238.0,6496.0,652419,Asia,14183,,154.0,11/07/2020
201,Fiji,34,,2.0,,31.0,,1.0,,38,2.0,13413.0,14924.0,898725,Australia/Oceania,26433,449363.0,67.0,11/07/2020
202,Grenada,30,,,,27.0,,3.0,,266,,6252.0,55471.0,112707,North America,3757,,18.0,11/07/2020
203,Timor-Leste,30,,,,29.0,,1.0,,23,,11268.0,8490.0,1327134,Asia,44238,,118.0,11/07/2020
204,New Caledonia,29,,,,28.0,,1.0,,101,,15946.0,55666.0,286459,Australia/Oceania,9878,,18.0,11/07/2020
205,Vatican City,27,,,,15.0,,12.0,,33666,,,,802,Europe,30,,,11/07/2020
206,Laos,24,,,,23.0,,1.0,,3,,67270.0,9200.0,7312299,Asia,304679,,109.0,11/07/2020
207,Saint Kitts and Nevis,19,,,,19.0,,0.0,,356,,3138.0,58840.0,53331,North America,2807,,17.0,11/07/2020
208,Greenland,17,,,,17.0,,0.0,,299,,11467.0,201866.0,56805,North America,3341,,5.0,11/07/2020
209,Saint Pierre Miquelon,16,,,,12.0,,4.0,,2766,,2519.0,435512.0,5784,North America,362,,2.0,11/07/2020
210,Montserrat,13,,1.0,,12.0,,0.0,,2604,200.0,483.0,96735.0,4993,North America,384,4993.0,10.0,11/07/2020
211,Falkland Islands,13,,,,13.0,,0.0,,3698,,3417.0,972119.0,3515,South America,270,,1.0,11/07/2020
212,Solomon Islands,13,,,,4.0,,9.0,,19,,115.0,166.0,692672,Australia/Oceania,53282,,6023.0,11/07/2020
213,Western Sahara,10,,1.0,,8.0,,1.0,,17,2.0,,,602385,Africa,60239,602385.0,,11/07/2020
215,Anguilla,3,,,,3.0,,0.0,,199,,1820.0,120930.0,15050,North America,5017,,8.0,11/07/2020
216,Marshall Islands,1,,,,,,1.0,,17,,,,59330,Australia/Oceania,59330,,,11/07/2020
217,Wallis and Futuna,1,,,,1.0,,0.0,,90,,1046.0,93660.0,11168,Australia/Oceania,11168,,11.0,11/07/2020
